T1,T2,T3,T4,T5,T6,T7,T8,T9
3.28959907347763,3.22159335152415,3.40345283688928,3.17039747500059,3.26132721768316,3.4431867030483,3.24986520731862,3.34079495000118,3.52265443536632
3.07321604213825,3.08732804294424,3.11555204455621,3.13232008347052,3.14643208427651,3.17465608588848,3.25052816613506,3.26464016694104,3.29286416855302
3.00220341893094,2.92652316940014,2.77516267033856,3.08008708739267,3.00440683786187,2.85304633880029,3.23585442431613,3.16017417478533,3.00881367572375
2.99999268025453,2.90410025278821,2.71231539785559,3.09587778797537,2.99998536050905,2.80820050557643,3.28764800341705,3.19175557595073,2.99997072101811
3.08498694485911,3.05704539503922,3.00116229539944,3.19791543953812,3.16997388971823,3.11409079007844,3.42377242889614,3.39583087907624,3.33994777943646
3.19454219731942,3.2602408571913,3.39163817693505,3.32338573476696,3.38908439463883,3.52048171438259,3.58107280966203,3.64677146953391,3.77816878927767
3.24240704284224,3.34134286750458,3.53921451682926,3.38587826102215,3.48481408568449,3.68268573500916,3.67282069738196,3.77175652204429,3.96962817136897
3.19787723044967,3.23908907897385,3.3215127760222,3.35454261237517,3.39575446089934,3.4781781579477,3.66787337622616,3.70908522475034,3.79150892179869
3.11389208587264,3.05948997478371,2.95068575260583,3.28218628283422,3.22778417174528,3.11897994956741,3.61877467675738,3.56437256566844,3.45556834349057
3.07824245135722,2.97824343070215,2.77824538939201,3.2564839233695,3.15648490271443,2.95648686140429,3.61296686739408,3.51296784673901,3.31296980542887
3.1327505253934,3.07909323359336,2.97177864999327,3.31915834258685,3.2655010507868,3.15818646718672,3.69197397697374,3.63831668517369,3.53100210157361
3.2347283407661,3.27674504444877,3.36077845181409,3.42743997784954,3.46945668153221,3.55349008889753,3.81286325201642,3.85487995569908,3.93891336306441
3.29615068156718,3.39521141713667,3.59333288827564,3.49324062756487,3.59230136313436,3.79042283427333,3.88742051956026,3.98648125512974,4.18460272626872
3.26452778133652,3.32955656535223,3.45961413338366,3.46402677865733,3.52905556267305,3.65911313070447,3.86302477329896,3.92805355731467,4.05811112534609
3.17112438894179,3.14233405727529,3.08475339394227,3.3710391095501,3.34224877788359,3.28466811455058,3.7708685507667,3.74207821910019,3.68449755576718
3.10219321290254,3.00605346371458,2.81377396533867,3.30052617499303,3.20438642580508,3.01210692742916,3.69719209917402,3.60105234998606,3.40877285161015
3.11967080149847,3.0445720768213,2.89437462746697,3.31444032767411,3.23934160299694,3.08914415364261,3.70397938002539,3.62888065534822,3.47868320599389
3.20424773850378,3.21923545947007,3.24921090140266,3.39350775604126,3.40849547700756,3.43847091894015,3.77202779111623,3.78701551208252,3.81699095401511
3.2731540104379,3.36444853551066,3.54703758565619,3.45501349580304,3.5463080208758,3.72889707102132,3.81873246653331,3.91002699160607,4.0926160417516
3.25630743718338,3.33997300103699,3.5073041287442,3.42894931051315,3.51261487436676,3.67994600207397,3.7742330571727,3.85789862102631,4.02522974873352
3.16081414983488,3.15992901890584,3.15815875704776,3.3225134305988,3.32162829966976,3.31985803781167,3.64591199212663,3.64502686119759,3.64325659933951
3.06451900201783,2.97989696160031,2.81065288076528,3.21366004445317,3.12903800403565,2.95979392320062,3.51194212932386,3.42732008890634,3.25807600807131
3.04453479990957,2.9539769637089,2.77286129130758,3.1796274360198,3.08906959981913,2.90795392741781,3.44981270824026,3.3592548720396,3.17813919963827
3.10645925381101,3.09322407880124,3.06675372878168,3.22615368263181,3.21291850762203,3.18644815760247,3.46554254027339,3.45230736526361,3.42583701524406
3.17935611941225,3.25561196446021,3.40812365455613,3.28245639377655,3.35871223882451,3.51122392892043,3.48865694250513,3.56491278755309,3.71742447764901
3.18111356888722,3.27675116172767,3.46802634740857,3.26658954493398,3.36222713777443,3.55350232345533,3.43754149702751,3.53317908986796,3.72445427554887
3.09408820886197,3.12117878769275,3.17535994535433,3.16108583889315,3.18817641772394,3.24235757538551,3.29508109895551,3.3221716777863,3.37635283544787
2.9814864774215,2.9151230890002,2.78239631215761,3.0293363432643,2.962972954843,2.83024617800041,3.12503607494989,3.05867268652859,2.925945909686
2.92942083920269,2.8306176767934,2.63301135197483,2.95764484081466,2.85884167840537,2.6612353535868,3.01409284403861,2.91528968162932,2.71768335681075
2.96791236795435,2.92750860342205,2.84670107435743,2.97622850044101,2.9358247359087,2.85501720684409,2.99286076541433,2.95245700088202,2.87164947181741
3.04346783943865,3.09861050756282,3.20889584381116,3.03179301075314,3.08693567887731,3.19722101512564,3.0084433533821,3.06358602150627,3.17387135775461
3.06844204718208,3.1684332331928,3.36841560521426,3.03689290835343,3.13688409436415,3.33686646638561,2.97379463069613,3.07378581670685,3.27376818872831
3.00180004820664,3.05470831681864,3.16052485404264,2.95069182780127,3.00360009641327,3.10941663363728,2.84847538699054,2.90138365560254,3.00720019282654
2.88702508751246,2.84420682056285,2.75857028666362,2.81686844197454,2.77405017502492,2.68841364112569,2.67655515089869,2.63373688394907,2.54810035004984
2.81231802599672,2.71314014065241,2.51478436996378,2.72381393733775,2.62463605199344,2.42628028130481,2.54680576001981,2.44762787467549,2.24927210398687
2.8296789584826,2.7653251451469,2.6366175184755,2.7237117303009,2.6593579169652,2.5306502902938,2.51177727393751,2.44742346060181,2.31871583393041
2.90726527968239,2.93690213755333,2.99617585329521,2.78489370149385,2.81453055936479,2.87380427510667,2.54015054511676,2.5697874029877,2.62906111872958
2.95882630679161,3.05520584542002,3.24796492267684,2.82127307495482,2.91765261358323,3.11041169084005,2.54616661128123,2.64254614990964,2.83530522716646
2.92315081698635,2.99766213303428,3.14668476513015,2.77179031792476,2.8463016339727,2.99532426606857,2.46906931980159,2.54358063584953,2.6926032679454
2.82048231090665,2.80462004402618,2.77289551026523,2.65682688869376,2.64096462181329,2.60924008805235,2.329516044268,2.31365377738753,2.28192924362659
2.73403269072572,2.64238053593416,2.45907622635103,2.559717536243,2.46806538145144,2.28476107186831,2.21108722727757,2.119435072486,1.93613076290288
2.73358933838725,2.65041186412439,2.48405691559867,2.55035615103736,2.4671786767745,2.30082372824878,2.18388977633758,2.10071230207472,1.934357353549
2.81144977773264,2.81321997024318,2.81676035526426,2.62112936295473,2.62289955546528,2.62643994048636,2.24048853339893,2.24225872590947,2.24579911093055
2.88958432892039,2.9746746813738,3.14485538628063,2.69407830538737,2.77916865784078,2.94934936274761,2.30306625832133,2.38815661077475,2.55833731568157
2.89144063403819,2.98161946880307,3.16197713833283,2.6927024333115,2.78288126807638,2.96323893760614,2.29522603185811,2.38540486662299,2.56576253615275
2.8123726607617,2.82472997303622,2.84944459758527,2.61238800924888,2.6247453215234,2.64945994607245,2.21241870622324,2.22477601849776,2.24949064304681
2.72394161210046,2.6471161459681,2.49346521370336,2.5247086903333,2.44788322420093,2.2942322919362,2.12624284679896,2.04941738066659,1.89576644840186
2.70813421219919,2.61275894692324,2.42200841637134,2.51164368967432,2.41626842439837,2.22551789384648,2.11866264462459,2.02328737934864,1.83253684879675
2.78197765969698,2.75574017432659,2.7032652035858,2.59019280476435,2.56395531939396,2.51148034865317,2.2066230948991,2.1803856095287,2.12791063878792
2.88185998111879,2.94888289870313,3.0829287338718,2.69669704465324,2.76371996223758,2.89776579740626,2.32637117172215,2.39339408930649,2.52743992447516
2.92197182806002,3.02063458726407,3.21796010567216,2.74528089691599,2.84394365612004,3.04126917452813,2.39189903462793,2.49056179383197,2.68788731224007
2.8731390265734,2.91273154159159,2.99191657162795,2.70668553812862,2.74627805314681,2.82546308318317,2.37377856123906,2.41337107625725,2.49255610629361
2.78956819760364,2.73368929271848,2.62193148294816,2.63501530009244,2.57913639520728,2.46737858543696,2.32590950507005,2.27003060018489,2.15827279041456
2.75891641755006,2.6589409002142,2.45898986554247,2.61780835243598,2.51783283510012,2.3178818004284,2.33559222220782,2.23561670487196,2.03566567020024
2.82159157221684,2.76943647200815,2.66512627159077,2.69533824464238,2.64318314443369,2.53887294401631,2.44283158949345,2.39067648928476,2.28636628886738
2.93347936700525,2.97709584253004,3.0643287935796,2.82334225848573,2.86695873401051,2.95419168506007,2.60306804144667,2.64668451697145,2.73391746802102
3.0063668289257,3.10565409373416,3.30422862335106,2.91344639304295,3.0127336578514,3.21130818746831,2.72760552127745,2.8268927860859,3.02546731570281
2.98889846774787,3.05257226846178,3.17991986988961,2.91412313478182,2.97779693549573,3.10514453692356,2.76457246884972,2.82824626956364,2.95559387099147
2.91363583824999,2.88315477613977,2.82219265191933,2.85775273861021,2.82727167649999,2.76630955227954,2.74598653933064,2.71550547722042,2.65454335299997
2.86695572214474,2.7703439451439,2.57712039114222,2.83052322129032,2.73391144428948,2.5406878902878,2.75765821958148,2.66104644258065,2.46782288857897
2.90946404977158,2.83554598010666,2.68770984077681,2.89284616920808,2.81892809954316,2.67109196021331,2.85961040808108,2.78569233841616,2.63785619908631
3.02009835012715,3.03683392015743,3.07030506021799,3.02346113022402,3.0401967002543,3.07366784031486,3.03018669041776,3.04692226044804,3.0803934005086
3.11531244478978,3.20731504860946,3.39132025624881,3.13862228575988,3.23062488957956,3.41463009721891,3.18524196770007,3.27724457151975,3.46124977915911
3.12570686556657,3.20838973351558,3.3737554694136,3.16873086318414,3.25141373113315,3.41677946703117,3.25477885841926,3.33746172636827,3.50282746226629
3.05965315730028,3.05699804189788,3.05168781109309,3.12196143000295,3.11930631460056,3.11399608379576,3.24657797540831,3.24392286000591,3.23861262920112
2.99541798622579,2.90986598832826,2.73876199253319,3.07638797034911,2.99083597245157,2.81973197665651,3.23832793859575,3.15277594069821,2.98167194490315
3.00902990215879,2.91923713408986,2.73965159795201,3.10785257238651,3.01805980431758,2.83847426817973,3.30549791284196,3.21570514477303,3.03611960863517
3.10420947149932,3.092730990121,3.06977402736437,3.21989742437696,3.20841894299864,3.185461980242,3.45127333013224,3.43979484875392,3.41683788599728
3.20878638789955,3.28617545605534,3.44095359236691,3.3401837076433,3.41757277579909,3.57235091211067,3.60297834713082,3.68036741528661,3.83514555159819
3.24089927335061,3.33600473867605,3.52621566932693,3.38669308137579,3.48179854670123,3.6720094773521,3.67828069742614,3.77338616275158,3.96359709340245
3.18411590904603,3.20949824532224,3.26026291787465,3.34284948181587,3.36823181809207,3.41899649064448,3.66031662735553,3.68569896363173,3.73646363618414
3.10241012843698,3.03473293274825,2.89937854137079,3.2724974525627,3.20482025687396,3.0694658654965,3.61267210081412,3.54499490512539,3.40964051374793
3.0812269931155,2.98271236706868,2.78568311497503,3.26096861227783,3.162453986231,2.96542473413735,3.62045185060248,3.52193722455565,3.324907972462
3.148821831814,3.11004366827306,3.03248734119118,3.33642182716895,3.29764366362801,3.22008733654612,3.71162181787885,3.6728436543379,3.59528732725602
3.25019469809612,3.30680546178593,3.42002698916557,3.44377863250241,3.50038939619223,3.61361092357187,3.83094650131501,3.88755726500483,4.00077879238446
3.29758566263347,3.39753767849155,3.59744171020769,3.49521930940887,3.59517132526695,3.79507535698309,3.89048660295967,3.99043861881775,4.19034265053389
3.25110651467367,3.30250436027243,3.40530005146993,3.4508151837486,3.50221302934735,3.60500872054486,3.85023252189844,3.90163036749719,4.0044260586947
3.1553770014972,3.11096573462645,3.02214320088495,3.35516526986516,3.31075400299441,3.22193146925291,3.75474180660107,3.71033053973032,3.62150800598881
3.09848278393234,2.99909391854,2.80031618775533,3.29635443325702,3.19696556786468,2.99818783708,3.69209773190637,3.59270886651403,3.39393113572936
3.13098916274157,3.06800036331413,2.94202276445924,3.32496712491059,3.26197832548314,3.13600072662825,3.71292304924862,3.64993424982118,3.52395665096629
3.21946898957926,3.25079186782257,3.31343762430919,3.40761510091522,3.43893797915853,3.50158373564514,3.78390732358713,3.81523020183044,3.87787595831705
3.27727081286128,3.3741072589713,3.56778015119133,3.45770517961254,3.55454162572255,3.74821451794259,3.81857391311505,3.91541035922507,4.10908325144511
3.24423881362499,3.31755784563231,3.46419590964697,3.41515859524264,3.48847762724997,3.63511569126463,3.75699815847795,3.83031719048528,3.97695525449994
3.14208986052984,3.12448229853498,3.08926717454526,3.30178728305454,3.28417972105968,3.24896459706996,3.62118212810393,3.60357456610907,3.56835944211936
3.05453357487442,2.96218773017401,2.7774960407732,3.20141299444924,3.10906714974883,2.92437546034802,3.49517183359888,3.40282598889848,3.21813429949767
3.05041206235335,2.96823027869027,2.80386671136411,3.18300590836979,3.10082412470671,2.93646055738054,3.44819360040266,3.36601181673958,3.20164824941342
3.12052326885172,3.12406309912508,3.13114275967182,3.23750670743007,3.24104653770344,3.24812619825017,3.47147358458678,3.47501341486014,3.48209307540687
3.18621111187282,3.27221805245407,3.44423193361656,3.2864152831644,3.37242222374564,3.54443610490814,3.48682362574755,3.5728305663288,3.74484444749129
3.17182336340841,3.26122302976846,3.44002236248857,3.25424706045676,3.34364672681681,3.52244605953693,3.41909445455346,3.50849412091352,3.68729345363363
3.07441842364499,3.0850171748201,3.10621467717033,3.13823809611486,3.14883684728997,3.1700343496402,3.2658774410546,3.27647619222971,3.29767369457994
2.96663137585847,2.88868476889689,2.73279155497373,3.01120935867852,2.93326275171694,2.77736953779378,3.10036532431862,3.02241871735704,2.86652550343387
2.93006267057442,2.83523445644742,2.64557802819343,2.95495355527583,2.86012534114884,2.67046891289485,3.00473532467865,2.90990711055166,2.72025068229767
2.98042988654391,2.95590468799714,2.90685429090361,2.98538497163458,2.96085977308781,2.91180937599428,2.99529514181592,2.97076994326916,2.92171954617562
3.05329594738125,3.12162211885486,3.25827446180209,3.03826572328889,3.1065918947625,3.24324423770972,3.00820527510416,3.07653144657778,3.213183789525
3.06349341829884,3.16185219284227,3.35856974192914,3.02862806205424,3.12698683659768,3.32370438568455,2.95889734956505,3.05725612410848,3.25397367319535
2.98360864862056,3.02156942252332,3.09749097032882,2.92925652333837,2.96721729724113,3.04313884504663,2.820552272774,2.85851304667675,2.93443459448225
2.86936598695057,2.81202779975153,2.69735142535345,2.79607016110019,2.73873197390114,2.62405559950306,2.64947850939942,2.59214032220037,2.47746394780229
2.8085721378263,2.70865145440766,2.50881008757039,2.71706495907124,2.6171442756526,2.41730290881533,2.53405060156111,2.43412991814247,2.2342885513052
2.84055921371115,2.78992264960017,2.68864952137822,2.73175499153328,2.6811184274223,2.57984529920035,2.51414654717753,2.46350998306655,2.3622368548446
2.92018844893926,2.96539102765709,3.05579618509276,2.79517431916068,2.84037689787852,2.93078205531419,2.54514605960353,2.59034863832136,2.68075379575703
2.95950774161713,3.05899042075297,3.25795577902465,2.81953280409842,2.91901548323426,3.11798084150595,2.53958292906101,2.63906560819685,2.83803096646853
2.90876170119152,2.97106056433575,3.09565829062422,2.7552245392388,2.81752340238304,2.94212112867151,2.44815021533337,2.5104490784776,2.63504680476607
2.80227246586662,2.77011022555036,2.70578574491786,2.63670717204949,2.60454493173323,2.54022045110073,2.30557658441522,2.27341434409897,2.20908986346646
2.72700731965192,2.62995379129817,2.43584673459067,2.55106816765758,2.45401463930383,2.25990758259634,2.19918986366891,2.10213633531517,1.90802927860767
2.74273066566935,2.67001641566127,2.5245879156451,2.55817558134679,2.48546133133871,2.34003283132254,2.18906541270167,2.11635116269358,1.97092266267741
2.82715117120203,2.8456293456581,2.88258569457023,2.63582416794799,2.65430234240406,2.69125869131619,2.25317016143992,2.27164833589598,2.30860468480812
2.89649460452848,2.98917645507026,3.17454015615382,2.70030735851518,2.79298920905696,2.97835291014052,2.30793286648859,2.40061471703036,2.58597841811392
2.88258701000236,2.96426127066599,3.12760979199325,2.68349975934108,2.76517402000471,2.92852254133198,2.28532525801853,2.36699951868216,2.53034804000942
2.79557769088135,2.79115342307285,2.78230488745583,2.59557964957121,2.5911553817627,2.58230684614569,2.19558356695093,2.19115929914242,2.18231076352541
2.71463433749814,2.62817919263708,2.45526890291496,2.51572381985734,2.42926867499628,2.25635838527416,2.11790278457575,2.03144763971469,1.85853734999257
2.71516489373305,2.62616533329637,2.448166212423,2.51932934790279,2.43032978746611,2.25233066659274,2.12765825624226,2.03865869580558,1.86065957493221
2.79947795943026,2.78975976884094,2.7703233876623,2.60867410944984,2.59895591886052,2.57951953768188,2.22706640948901,2.21734821889969,2.19791183772105
2.8946323337352,2.97313037260333,3.13012645033959,2.71076662860226,2.78926466747039,2.94626074520665,2.34303521833639,2.42153325720452,2.57852933494078
2.91945309846479,3.01399663186727,3.20308369867222,2.74436266352711,2.83890619692958,3.02799326373454,2.39418179365173,2.48872532705421,2.67781239385917
2.85910042034269,2.88276655967912,2.93009883835197,2.69453470134895,2.71820084068537,2.76553311935823,2.36540326336146,2.38906940269789,2.43640168137075
2.77863348912265,2.70966369502912,2.57172410684204,2.62623677233885,2.55726697824531,2.41932739005823,2.32144333877124,2.2524735446777,2.11453395649062
2.76309976614017,2.66490454923576,2.46851411542694,2.62439474918474,2.52619953228033,2.32980909847152,2.34698471527389,2.24878949836949,2.05239906456067
2.83923216740878,2.80209175726498,2.72781093697736,2.71560474496138,2.67846433481757,2.60418351452995,2.46834990006656,2.43120948992276,2.35692866963514
2.95074653482114,3.00880765324238,3.12492989008484,2.84343195122106,2.90149306964229,3.01761530648475,2.62880278402088,2.68686390244211,2.80298613928458
3.00995202956544,3.1098335520378,3.30959659698251,2.92002253665852,3.01990405913088,3.21966710407559,2.74016355084468,2.84004507331704,3.03980811826175
2.97822545894227,3.02809677433191,3.12783940511119,2.90657960249491,2.95645091788455,3.05619354866383,2.76328788960018,2.81315920498982,2.9129018357691
2.90136329265788,2.85537294358892,2.763392245451,2.84871693438472,2.80272658531576,2.71074588717784,2.7434242178384,2.69743386876944,2.60545317063152
2.86731046622142,2.7677417675325,2.56860437015467,2.83418963113176,2.73462093244284,2.535483535065,2.76794796095243,2.66837926226352,2.46924186488568
2.92513157461089,2.86352752869203,2.7403194368543,2.91186719514065,2.85026314922179,2.72705505738406,2.88533843620017,2.82373439028131,2.70052629844358
3.03972369201161,3.07272277457898,3.13872093971374,3.04644830145583,3.07944738402321,3.14544554915797,3.05989752034429,3.09289660291167,3.15889476804642
3.12390941500823,3.22117242173247,3.41569843518095,3.15055582329222,3.24781883001646,3.44234484346494,3.2038486398602,3.30111164658444,3.49563766003292
3.11840573607048,3.19050950712065,3.334717049221,3.16470770109079,3.23681147214096,3.38101901424131,3.2573116311314,3.32941540218158,3.47362294428192
3.04614754862369,3.02680020941985,2.98810553101215,3.11164243645123,3.09229509724738,3.05360041883969,3.24263221210631,3.22328487290246,3.18459019449477
2.99102281234665,2.89801221732798,2.71199102729062,3.07505621971198,2.9820456246933,2.79602443465595,3.24312303444264,3.15011243942396,2.96409124938661
3.0205719541608,2.93941161544713,2.77709093801979,3.12230424703528,3.04114390832161,2.87882323089427,3.32576883278423,3.24460849407056,3.08228781664322
3.12372306165605,3.12903142037066,3.13964813779987,3.2421377645975,3.2474461233121,3.25806284074131,3.47896717048039,3.48427552919499,3.4948922466242
3.22081052806074,3.30770710368217,3.48150025492501,3.35472448050006,3.44162105612149,3.61541420736434,3.62255238537871,3.70944896100013,3.88324211224298
3.23666765963648,3.32526014128248,3.50244510457447,3.38474283762697,3.47333531927297,3.65052028256496,3.68089319360795,3.76948567525395,3.94667063854594
3.16959375392072,3.17843062253112,3.19610435975192,3.33035063923105,3.33918750784145,3.35686124506225,3.6518644098517,3.6607012784621,3.6783750156829
3.09278904229901,3.01374572162672,2.85565908028214,3.26462140527031,3.18557808459802,3.02749144325344,3.60828613121291,3.52924281054062,3.37115616919604
3.08693950300587,2.99268805755004,2.80418516663839,3.26813045146756,3.17387900601173,2.98537611510008,3.63051234839094,3.53626090293512,3.34775801202347
3.16593390793873,3.14312868198865,3.09751823008848,3.35467304182756,3.33186781587747,3.2862573639773,3.7321513096052,3.70934608365511,3.66373563175494
3.26400951340147,3.33361752652394,3.47283355276889,3.45841101368046,3.52801902680294,3.66723505304789,3.84721401423845,3.91682202736093,4.05603805360588
3.296145437083,3.39416940302704,3.5902173349151,3.49426690822198,3.59229087416601,3.78833880605407,3.89050985049993,3.98853381644396,4.18458174833202
3.23617901428691,3.27249615082424,3.34513042389889,3.43604089203649,3.47235802857382,3.54499230164847,3.83576464753566,3.87208178407299,3.94471605714764
3.14082582982653,3.08204632910979,2.96448732767631,3.3404311603698,3.28165165965306,3.16409265821958,3.73964182145635,3.68086232073961,3.56330331930613
3.09751985676753,2.99768532068014,2.79801624850536,3.29487424962245,3.19503971353506,2.99537064136028,3.6895830353323,3.58974849924491,3.39007942707012
3.14402939592001,3.09492723653016,2.99672291775047,3.33716095122986,3.28805879184002,3.18985447306032,3.72342406184957,3.67432190245973,3.57611758368003
3.23375352730945,3.28052804351396,3.37407707592299,3.42073253841439,3.4675070546189,3.56105608702793,3.79469056062426,3.84146507682877,3.9350141092378
3.27860515174028,3.37825206905246,3.57754590367681,3.45756338616838,3.55721030348056,3.75650413810491,3.81547985502458,3.91512677233676,4.11442060696111
3.23005376841692,3.29095817060524,3.4127669749819,3.3992031346455,3.46010753683383,3.58191634121049,3.73750186710268,3.798406269291,3.92021507366766
3.12381707404264,3.08998373461021,3.02231705574535,3.2814674875177,3.24763414808527,3.17996746922042,3.59676831446783,3.5629349750354,3.49526829617054
3.04711140509295,2.9496465402835,2.7547168106646,3.19168767499534,3.09422281018589,2.89929308056699,3.48084021480013,3.38337534999068,3.18844562037178
3.05856992506851,2.98708228210559,2.84410699617976,3.18862749309993,3.11713985013701,2.97416456421118,3.44874262916278,3.37725498619986,3.23427970027403
3.13445436207356,3.15466935021513,3.19509932649826,3.24869373600556,3.26890872414713,3.30933870043026,3.47717248386955,3.49738747201112,3.53781744829425
3.19061179014565,3.28394384252053,3.4706079472703,3.28789152791641,3.38122358029129,3.56788768504106,3.48245100345792,3.57578305583281,3.76244716058258
3.15998817270367,3.24062823078122,3.40190834693632,3.23933628732979,3.31997634540734,3.48125646156244,3.39803251658204,3.47867257465959,3.63995269081468
3.05443163762353,3.04823960389793,3.03585553644672,3.11505530897267,3.10886327524707,3.09647920779586,3.23630265167096,3.23011061794535,3.21772655049414
2.95396229811009,2.86663109983263,2.6919687032777,2.99525579449765,2.90792459622019,2.73326219966526,3.07784278727277,2.99051158899531,2.81584919244038
2.93337226857841,2.84519380669693,2.66883688293398,2.9549229990383,2.86674453715682,2.69038761339386,2.99802445995808,2.9098459980766,2.73348907431364
2.99363778246971,2.98568292818224,2.9697732196073,2.9952304192269,2.98727556493943,2.97136585636449,2.99841569274128,2.9904608384538,2.97455112987886
3.06120103960721,3.14078344925995,3.29994826856545,3.04281966956167,3.12240207921442,3.28156689851991,3.0060569294706,3.08563933912335,3.24480415842884
3.05578025689648,3.14973223006779,3.33763617641042,3.01760854062164,3.11156051379295,3.29946446013558,2.94126510807196,3.03521708124328,3.22312102758591
2.96436186250489,2.98630438834279,3.03018944001859,2.90678119917187,2.92872372500977,2.97260877668558,2.79161987250585,2.81356239834375,2.85744745001955
2.85334493800546,2.78310415944772,2.64262260233225,2.77693065456866,2.70668987601092,2.56620831889545,2.62410208769506,2.55386130913732,2.41337975202184
